game_id,book_name,book_id,team_id,a_team_id,spread1,spread2,price1,price2
21600497,BetOnline,1096,1610612749,1610612750,0.0,0.0,-105.0,-115.0
21600499,BetOnline,1096,1610612757,1610612759,10.0,-10.0,-110.0,-110.0
21600505,BetOnline,1096,1610612739,1610612766,-1.0,1.0,-108.0,-112.0
21600503,BetOnline,1096,1610612749,1610612741,3.0,-3.0,-108.0,-112.0
21600506,BetOnline,1096,1610612756,1610612762,11.5,-11.5,-110.0,-110.0
21600510,BetOnline,1096,1610612753,1610612754,6.0,-6.0,-110.0,-110.0
21600518,BetOnline,1096,1610612764,1610612745,7.5,-7.5,-115.0,-105.0
21600522,BetOnline,1096,1610612762,1610612738,5.5,-5.5,-110.0,-110.0
21600528,BetOnline,1096,1610612763,1610612747,-5.0,5.0,-113.0,-107.0
21600530,BetOnline,1096,1610612737,1610612753,-2.0,2.0,-110.0,-110.0
21600532,BetOnline,1096,1610612741,1610612739,4.0,-4.0,-105.0,-115.0
21600533,BetOnline,1096,1610612763,1610612746,-1.5,1.5,-110.0,-110.0
21600536,BetOnline,1096,1610612751,1610612754,10.5,-10.5,-105.0,-115.0
21600556,BetOnline,1096,1610612762,1610612750,-4.5,4.5,-110.0,-110.0
21600558,BetOnline,1096,1610612766,1610612759,11.0,-11.0,-120.0,100.0
21600564,BetOnline,1096,1610612762,1610612763,2.5,-2.5,-115.0,-105.0
21600565,BetOnline,1096,1610612739,1610612756,-8.5,8.5,-105.0,-115.0
21600574,BetOnline,1096,1610612766,1610612745,9.0,-9.0,-110.0,-110.0
21600579,BetOnline,1096,1610612765,1610612758,3.0,-3.0,-113.0,-107.0
21600580,BetOnline,1096,1610612752,1610612755,-2.0,2.0,-110.0,-110.0
21600581,BetOnline,1096,1610612763,1610612760,4.5,-4.5,-110.0,-110.0
21600591,BetOnline,1096,1610612742,1610612756,-2.5,2.5,-110.0,-110.0
21600593,BetOnline,1096,1610612766,1610612755,-5.0,5.0,-110.0,-110.0
21600595,BetOnline,1096,1610612763,1610612745,7.5,-7.5,-110.0,-110.0
21600599,BetOnline,1096,1610612739,1610612758,-6.5,6.5,-110.0,-110.0
21600601,BetOnline,1096,1610612747,1610612746,11.5,-11.5,-115.0,-105.0
21600603,BetOnline,1096,1610612755,1610612764,10.0,-10.0,-112.0,-108.0
21600608,BetOnline,1096,1610612750,1610612742,-1.0,1.0,-110.0,-110.0
21600610,BetOnline,1096,1610612760,1610612758,-1.5,1.5,-115.0,-105.0
21600613,BetOnline,1096,1610612737,1610612752,-2.0,2.0,-110.0,-110.0
21600615,BetOnline,1096,1610612755,1610612749,8.5,-8.5,-105.0,-115.0
21600618,BetOnline,1096,1610612766,1610612738,5.0,-5.0,-107.0,-113.0
21600619,BetOnline,1096,1610612739,1610612744,9.0,-9.0,-110.0,-110.0
21600623,BetOnline,1096,1610612745,1610612748,-7.0,7.0,-113.0,-107.0
21600624,BetOnline,1096,1610612742,1610612741,4.5,-4.5,-110.0,-110.0
21600626,BetOnline,1096,1610612743,1610612747,0.0,0.0,-110.0,-110.0
21600629,BetOnline,1096,1610612757,1610612766,5.0,-5.0,-115.0,-105.0
21600630,BetOnline,1096,1610612752,1610612738,9.0,-9.0,-115.0,-105.0
21600634,BetOnline,1096,1610612760,1610612744,15.0,-15.0,-110.0,-110.0
21600636,BetOnline,1096,1610612756,1610612739,11.5,-11.5,-114.0,-106.0
21600639,BetOnline,1096,1610612743,1610612759,13.0,-13.0,-110.0,-110.0
21600640,BetOnline,1096,1610612750,1610612746,-1.5,1.5,-115.0,-105.0
21600642,BetOnline,1096,1610612761,1610612766,1.5,-1.5,-105.0,-115.0
21600647,BetOnline,1096,1610612741,1610612737,4.0,-4.0,-113.0,-107.0
21600649,BetOnline,1096,1610612754,1610612747,-4.0,4.0,-112.0,-108.0
21600656,BetOnline,1096,1610612745,1610612763,0.0,0.0,-110.0,-110.0
21600669,BetOnline,1096,1610612758,1610612765,7.0,-7.0,-110.0,-110.0
21600677,BetOnline,1096,1610612741,1610612753,-3.0,3.0,-110.0,-110.0
21600676,BetOnline,1096,1610612738,1610612764,1.5,-1.5,-110.0,-110.0
21600681,BetOnline,1096,1610612745,1610612738,-4.0,4.0,-110.0,-110.0
21600684,BetOnline,1096,1610612755,1610612749,11.0,-11.0,-110.0,-110.0
21600683,BetOnline,1096,1610612737,1610612741,-1.5,1.5,-110.0,-110.0
21600687,BetOnline,1096,1610612744,1610612766,-9.5,9.5,-107.0,-113.0
21600690,BetOnline,1096,1610612742,1610612760,9.0,-9.0,-110.0,-110.0
21600692,BetOnline,1096,1610612756,1610612743,7.0,-7.0,-110.0,-110.0
21600694,BetOnline,1096,1610612745,1610612755,-7.0,7.0,-110.0,-110.0
21600712,BetOnline,1096,1610612760,1610612739,8.0,-8.0,-110.0,-110.0
21600714,BetOnline,1096,1610612764,1610612740,-1.0,1.0,-110.0,-110.0
21600717,BetOnline,1096,1610612742,1610612759,12.0,-12.0,-110.0,-110.0
21600718,BetOnline,1096,1610612744,1610612757,-6.0,6.0,-115.0,-105.0
21600720,BetOnline,1096,1610612753,1610612750,8.0,-8.0,-108.0,-112.0
21600724,BetOnline,1096,1610612752,1610612764,8.5,-8.5,-110.0,-110.0
21600727,BetOnline,1096,1610612760,1610612759,9.5,-9.5,-110.0,-110.0
21600728,BetOnline,1096,1610612766,1610612757,4.0,-4.0,-110.0,-110.0
21600732,BetOnline,1096,1610612761,1610612738,6.0,-6.0,-110.0,-110.0
21600734,BetOnline,1096,1610612737,1610612748,1.5,-1.5,-105.0,-115.0
21600738,BetOnline,1096,1610612749,1610612762,8.0,-8.0,-110.0,-110.0
21600741,BetOnline,1096,1610612766,1610612744,15.0,-15.0,-113.0,-107.0
21600742,BetOnline,1096,1610612747,1610612764,10.5,-10.5,-110.0,-110.0
21600744,BetOnline,1096,1610612755,1610612759,17.0,-17.0,775.0,-1100.0
21600745,BetOnline,1096,1610612744,1610612746,-7.5,7.5,-115.0,-105.0
21600748,BetOnline,1096,1610612750,1610612765,4.5,-4.5,-110.0,-110.0
21600749,BetOnline,1096,1610612741,1610612745,9.5,-9.5,100.0,-120.0
21600750,BetOnline,1096,1610612763,1610612760,-1.0,1.0,-113.0,-107.0
21600752,BetOnline,1096,1610612749,1610612743,2.5,-2.5,-110.0,-110.0
21600753,BetOnline,1096,1610612756,1610612758,4.0,-4.0,-110.0,-110.0
21600764,BetOnline,1096,1610612744,1610612758,-14.5,14.5,-110.0,-110.0
21600767,BetOnline,1096,1610612757,1610612760,4.5,-4.5,-115.0,-105.0
21600768,BetOnline,1096,1610612747,1610612752,5.0,-5.0,-108.0,-112.0
21600772,BetOnline,1096,1610612762,1610612737,0.0,0.0,-110.0,-110.0
21600771,BetOnline,1096,1610612746,1610612761,6.5,-6.5,-110.0,-110.0
21600784,BetOnline,1096,1610612764,1610612751,-10.0,10.0,-106.0,-114.0
21600790,BetOnline,1096,1610612761,1610612750,-3.0,3.0,-110.0,-110.0
21600789,BetOnline,1096,1610612762,1610612740,-3.5,3.5,-107.0,-113.0
21600795,BetOnline,1096,1610612755,1610612753,7.0,-7.0,-110.0,-110.0
21600798,BetOnline,1096,1610612738,1610612757,3.0,-3.0,-107.0,-113.0
21600800,BetOnline,1096,1610612743,1610612752,1.5,-1.5,-105.0,-115.0
21600802,BetOnline,1096,1610612747,1610612749,6.0,-6.0,-110.0,-110.0
21600808,BetOnline,1096,1610612746,1610612766,2.5,-2.5,-110.0,-110.0
21600815,BetOnline,1096,1610612738,1610612762,6.5,-6.5,-115.0,-105.0
21600825,BetOnline,1096,1610612759,1610612754,-5.0,5.0,-112.0,-108.0
21600829,BetOnline,1096,1610612740,1610612756,3.5,-3.5,-107.0,-113.0
21600832,BetOnline,1096,1610612739,1610612750,-3.5,3.5,-113.0,-107.0
21600840,BetOnline,1096,1610612740,1610612763,8.0,-8.0,-107.0,-113.0
21600844,BetOnline,1096,1610612747,1610612756,4.5,-4.5,-110.0,-110.0
21600848,BetOnline,1096,1610612764,1610612754,-3.0,3.0,-110.0,-110.0
21600862,BetOnline,1096,1610612742,1610612750,4.0,-4.0,-110.0,-110.0
21600865,BetOnline,1096,1610612759,1610612746,-2.5,2.5,-110.0,-110.0
21600883,BetOnline,1096,1610612744,1610612755,-14.0,14.0,-110.0,-110.0
21600887,BetOnline,1096,1610612748,1610612742,0.0,0.0,-110.0,-110.0
21600886,BetOnline,1096,1610612754,1610612745,10.0,-10.0,-115.0,-105.0
21600888,BetOnline,1096,1610612750,1610612758,-4.0,4.0,-120.0,100.0
21600890,BetOnline,1096,1610612757,1610612765,4.0,-4.0,-115.0,-105.0
21600893,BetOnline,1096,1610612762,1610612760,-2.5,2.5,-105.0,-115.0
21600898,BetOnline,1096,1610612755,1610612748,9.5,-9.5,-108.0,-112.0
21600897,BetOnline,1096,1610612742,1610612737,6.0,-6.0,-106.0,-114.0
21600896,BetOnline,1096,1610612764,1610612761,4.5,-4.5,-115.0,-105.0
21600901,BetOnline,1096,1610612739,1610612738,2.0,-2.0,-110.0,-110.0
21600899,BetOnline,1096,1610612743,1610612749,4.5,-4.5,-108.0,-112.0
21600903,BetOnline,1096,1610612750,1610612762,6.5,-6.5,-112.0,-108.0
21600907,BetOnline,1096,1610612766,1610612756,-4.0,4.0,-105.0,-115.0
21600911,BetOnline,1096,1610612748,1610612753,-4.5,4.5,-115.0,-105.0
21600910,BetOnline,1096,1610612761,1610612764,5.0,-5.0,-110.0,-110.0
21600917,BetOnline,1096,1610612759,1610612740,-6.0,6.0,-105.0,-115.0
21600925,BetOnline,1096,1610612750,1610612759,7.5,-7.5,-115.0,-105.0
21600926,BetOnline,1096,1610612751,1610612757,11.0,-11.0,-110.0,-110.0
21600930,BetOnline,1096,1610612753,1610612764,12.5,-12.5,-110.0,-110.0
21600934,BetOnline,1096,1610612749,1610612755,-5.5,5.5,-110.0,-110.0
21600938,BetOnline,1096,1610612741,1610612765,6.0,-6.0,-110.0,-110.0
21600943,BetOnline,1096,1610612758,1610612743,10.5,-10.5,-110.0,-110.0
21600948,BetOnline,1096,1610612764,1610612756,-5.5,5.5,-110.0,-110.0
21600951,BetOnline,1096,1610612766,1610612748,4.0,-4.0,-110.0,-110.0
21600950,BetOnline,1096,1610612751,1610612737,10.0,-10.0,-107.0,-113.0
21600952,BetOnline,1096,1610612752,1610612749,6.5,-6.5,-110.0,-110.0
21600959,BetOnline,1096,1610612738,1610612744,7.5,-7.5,-110.0,-110.0
21600968,BetOnline,1096,1610612744,1610612750,-5.5,5.5,-112.0,-108.0
21600974,BetOnline,1096,1610612755,1610612746,14.0,-14.0,-110.0,-110.0
21600977,BetOnline,1096,1610612739,1610612753,-8.5,8.5,-110.0,-110.0
21600980,BetOnline,1096,1610612744,1610612759,11.0,-11.0,-107.0,-113.0
21600983,BetOnline,1096,1610612764,1610612757,4.0,-4.0,-106.0,-114.0
21600985,BetOnline,1096,1610612741,1610612738,7.5,-7.5,-113.0,-107.0
21600990,BetOnline,1096,1610612755,1610612747,4.5,-4.5,-110.0,-110.0
21600997,BetOnline,1096,1610612753,1610612758,-1.5,1.5,-112.0,-108.0
21600998,BetOnline,1096,1610612747,1610612743,12.5,-12.5,-110.0,-110.0
21600999,BetOnline,1096,1610612765,1610612739,7.5,-7.5,-110.0,-110.0
21601000,BetOnline,1096,1610612760,1610612751,-6.5,6.5,-105.0,-115.0
21601002,BetOnline,1096,1610612757,1610612740,4.0,-4.0,-113.0,-107.0
21601005,BetOnline,1096,1610612766,1610612754,3.0,-3.0,-105.0,-115.0
21601012,BetOnline,1096,1610612758,1610612756,6.0,-6.0,-110.0,-110.0
21601025,BetOnline,1096,1610612750,1610612748,4.0,-4.0,-110.0,-110.0
